product_name,title,stars,body
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Economic and Tough,5.0,"Its a great deal for 499 Rs., as always boat gives you good products. Mostly incomparable price and quality is what they seek. The 242 series is like a bundle of joy within a economic range. The sound is good the balance between bass and treble along with mids and highs are great. Instead of saying noice cancellation I would like to call it a nice noise isolating earphone. ""Plug in to feel the beats..."""
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Easily torned,2.0,"I have bought this product in 28/09/2020 and today is date 25 march 2020 the built quality is not good the corners of the earbuds are torned apart, I haven't used this product roughly after taking so much care still it's torned. I can't replace it because because it's doesn't cover in the warranty. Don't buy it if u wish to use for longer time it's material is not good it tears"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),This earphones are best..,4.0,I have ordered this earphones on Saturday (22-01-2022) and yesterday (23-01-2022) it have came delivery was fast and with in time.This earphones are best I have used it for full day and it have great bass. The color is also very good Thanks for boat provide a good budget earphones. And thanks to the amazon for fast delivery
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nothing is better then this.,5.0,"Best product in this range.Below 1000 earphone range BOAT  is the best product in this range. Well balanced sound. Nice bass. I really like the bass quality of this earphone. Before this i used BOAT 225. But aft using this I literally like this earphone.One more plus point for boat service.They have better customer service then anyother brand. #cheapMivi service, don't go for mivi you will disappoint with thier service. Boat is best In all way."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),An earphone that wouldn't fall off from your ears,5.0,My requirements were clear:  wanted an earphone that has the 'mic' functionality; reproduces sound fairly well and  sits comfortably in your ears.  I got all that I was looking for at a great price.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Overall good experience from boAt ⛵ as always..,5.0,"First of all bulid quality is superb having braded cable which is good , crystal clear sound and also good bass at this price range.. The good thing is having inline microphone which is amazing.. Overall experience from the boAt as always"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bass should be little bit more I felt,4.0,I felt little more bass should be there..of course depends on mobile also.i used on redmi 9 pro may be if we adjust Equalizer help. Super clarity on calls...
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awful terrible rabbis,1.0,Built quite very low gread. After 3 month usage bass as well as volume intensity decrease which make sound quality the worst among this price range segment. In addition After service of boAt is very unresponsive. If think about warranty claim than it not work( they denied your request and don't even respond your mail and call so you helpless). Customer care number are only for show off not single one of them working.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),After rough use. It still work.,4.0,"After 10 month , I'm here because , this is an impressive product that I've never ever seen in that lower price. I used it roughly and shows not any minor damage on it even my wire always tangle in between although it works and not compromise with music. It gives a convenient music but one problem is that bass not so good for bass lover. I firmly said that this is a overpowered product."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst product I have ever used,1.0,Please don't not buy this product atleast from Amazon. I have never faced this issue from other websites from this product stopped working and getting weird noises in between any music or call. My music audio volume automatically increase and decrease due to this cheap product. It's just 3 months ago I bought this product. Really frustrates to any customer.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Quality of bass is best,5.0,"We know that the earphones always tangles,  in this they have solved the issues, and the quality of the bass is great. I recommend to buy this for my besties too."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nice sound and base but build quality satisfiable,3.0,After 6 months of using i am editing my review one of my buds stopped working exactly after 6 months try to claim warranty otherwise  it is Very good product for this price bass is good sound goes very high hook fits in ear and won't easily get even if ur running but ear starts paining after some time of use but build quality is satisfiable my plug cover got out in only 2 days though not a problem we can stick it again all round u can buy it very nice 👌 i got it for 449 rs.thanx amazon and boat obviously 😉😉
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Better than others available online,4.0,"Boat headphones are leading the industry with High standards of Quality Assurance. This product is excellent in quality, but priced bit high as compared to other branded ones.. U can choose between money or quality.."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Sometimes hissing sound comes up,4.0,"Sometimes hissing sound comes up while on phone call using these earphones. When on webex calls, and if there is any incoming call which u disconnect then, webex call volume is reduced and i have to replug it to get back the original volume level"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nice product.,4.0,Well it's really a great product.But if u have habit to put wire in ur mouth then idk how but the wire changes colour from black to white.Overall the are good. For more good quality u might need to adjust your phone sound settings.Bass is good in this price.Comfort is ok not that much good but it wont be a problem with time.You can remove ear hooks according to ur comfort.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Sound is good !!! but Durability is zero, two units down in one year !!",1.0,"Sound quality is good but much on bass side. Everything was working good till suddenly left earpiece died out of the blue, and that too before even completing 1 month!!!Got the replacement after a month of wait, and that too is dead now !!"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Hooks make them painful,3.0,"Back of ear will be painful after 15 minutes usage, my ear are not small but the size of earphone are little uncomfortable the hooks are little too rough for ears"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),It is really helpful,4.0,"The most important part i love about this earphone is that it is durable, i am using it scince February and it is working nice till now, and sound cancellation was good for few months after i bought but now its not that much good but still i will recommend people to use this earphones if you are a traveller, an athlete, or sometimes you plug in and sleep it won't get damaged and it's really good."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Sound quality good, build quality poor",3.0,"After using for 1.5 year I'm writing this review... mic does not catches sound from normal distance, I have to put it in front of my mouth then the person on other side could hear faint sound. Wire started to tear in several places. If you have once used a boat product try other brands also,  otherwise you cannot compare it with similar item."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),It was beyond my expectation just wow,5.0,"This 400rs product can surely beat 2000 earphones.i did not expected the sound quality and instrument seperation,surronding effect and dolby atmos would be that refined just amazing wow... according to price they are just amazing very happy with product and fast delivery thanks #AmazonNow you can surely go for it even on 500rs price .🙂"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Excellent quality for the price,5.0,"This has the best audio quality among all other earphones under ₹400. The bass is not too high and just perfect. The band is a bit sticky and may get tangled, but the sound quality more than makes up for it. Overall, very happy with the product."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Good to have one like this ,usefull",4.0,"Bass is super ,but up to 75% volume more than that it's so much to hear .And using continuous more than 1 hrs ,it causes pain in ear bone,other than that its marvelous."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nice product 👍,4.0,"मुझे पहले लगा कि इसका वॉयलोम बटन काम नहीं कर रहा, इसलियें में वापिस कर रहा था, लेकिन मेरे मोबाइल में कुछ प्रॉब्लम था इसलिये में गलत समज रहा था प्रोडक्ट को लेकर, लेकिन अब सब कुछ अच्छा है, और मुझे इसमे जो पसन्द है, वो है इसका साउंड ˈक्‍वॉलटि दूसरा है इसका बिल्ड ˈक्‍वॉलटि और इसका लुक देखने मे बहुत अच्छा लगा, देखा जाये तो यह मुजे बहुत पसंद आये,"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),All over good product...,5.0,"All over good product....I was worried about my product because of the bad reviews of users,But I didn't find any of wrong . I've been using for 4hrs continuously but nothing bad experience. Go for it 😅. I'm a telecalling executive so I need to use all day. If anything bad happened I'll let u know 🙂 Don't worry 🤠."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Boat earphones GO FOR IT,5.0,I have been using this for almost 2 monthsBass is goodCall quality is excellentIt's good for both music and moviesAlthough if you wear it for a long time ur ears starts to feel a little uncomfortableOther than thatIt's a amazing earphone go for it
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Well Tuned Sound,5.0,"yes this product is very good for listening 🎧 while running , traveling and many other thingsplease buy this product or you'll be regret laterCYA Pal"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),DURABILITY,3.0,The only thing about wired headphones I don't like is it's not that durable !. My bassheads only worked for 2 months after buying the product . I'm not satisfied with the price of something like this if it's not so durable . 2 months later one of the ear bud weren't working and mic too.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Amazon service is good but product is not good,2.0,"Expectations not reached, after few days of using this product I am giving review now it's not working properly,when i am connected with my mobile some issues is coming by default cal disconnected with out my involvement songs also connected, Amazon is giving best service but the seller of this product is not good I am not satisfied with this product. Better to go for another product."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bass+Treble Balance,5.0,Second time ordered. This headfones are one of the best in class you can get in this price range.Sound quality reminds me of w550i Sony Ericsson phone. boat has done awesome job in delivering sound.Perfect balance of bass and treble. Seller has original product and Amazon guy's are super fast in delivering the product
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Disappointing with this product,1.0,with in 2 days microphone stopped working and dedicated keys also not working for my mobile...I used Boat Bluetooth for longtime but this product is very disappointed one
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not good Quality,1.0,Better to purchase Boat 225 than this product . . . I have Boat 225 and no comparison with this product Boat225 is amazing .  Not suggesting anyone to purchase this Boat 242 to anyone.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome quality for 400rs,5.0,AWRSOME EARPHONES @AWESOME PRICE!!! AMAZON DEALS ARE UNBEATABLE.... GOT IT FOR 400.....BEST EARPHONES UNDER 1000RS....BASS 5/5NOICE CANCELLATION 5/5SIUND QUALITY 5/5100%VALUE FOR MONEY.....
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not For Gaming,3.0,"The quality is very average but the packing was good though.It seems to be useful for taking calls and day to day stuff, If your a music lover definitely i wont recommend this product.The mic seems to good."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best according to Price,4.0,It worked absolutely gine for first 6 months but due to normal wear and tear and of course rough use one side stopped working But amazing service from boat Even the earphone was little damaged they instantly replaced it with new refurbished peice. And that what makes boat goodAnd of course sound is excellentSo go for it.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Lack of Comfort,4.0,After using for nearly ten days my wife who takes online classes for her school kids and almost uses it for7 hours everyday and now she feels earpieces hurting and injuring her ear skin.But the return window for this item ended on 31Jan2021.If allowed will exchange for a better designed item of boAt earphone/headphone.Thanks
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Didnt purchage boat priducts,1.0,"Worest product...i purchased this product on 22nd jan..2021...one month it works good...after that the music is suddenly down,volume goes to zero,ear grips are loose...google asst is open,audio songs is jump automatically to another...much irritating...i disappinted at this product..."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not bad but not so good,2.0,The product got defective within warranty period. I've contacted the seller but they haven't responded to my email yet. After sales service is worthless.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Value for money,5.0,"Waooo durable for music lover, bass is out standing, build quality is great, m highly recommended thanks Amazon team and seller,"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Average,3.0,"Passive noise cancellation is good in this earphone.But sound quality is not that good. In the time of drinking water few drop fall on the mic, the mic is not working properly after that."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Perfect for calls,5.0,"The media could not be loaded.
                




   Sound the quality  is amazing , it's just the design of the earbud is bit uncomfortable, as boats 225 fit perfectly in ears. The noise cancelation is good, even over the calls.I had issue only with the packing of the product. At first I felt someone has already opened it and used."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst Earphone used ever...,1.0,Agr itna paisa v dekr aaplogo ka kaan me problem ho toh kya fadya..or kya difference rh jayega 50-60rs earphones or aapke branded earphone me..bhaiyo ye mera bilkul genuine review h Mai isse use kr rha hu or pubg khelta hu plus song or movies v dekhta hu..ears me itna pain hota h na ki kya bole ..pls don't buy kisi or brand ka dekh lo aaplog isko mat lena 😡😡😡
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Comfort at its max,5.0,"For a person who uses earphones almost 24/7 , it is really comfortable. sometimes i even forgot i was wearing it cuz usually if we wear any ear phones for a long time it will eventually lead to some discomfort but in this case , there is nothing of such sort. i would really love to talk its beautiful color, I am a neon lover and i fell in love the moment i saw it . If you are a neon lover and wants some color instead of the basic black ones, then go for this one"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Waste of money,1.0,"After 1 months, mic does not work properly. After the malfunction of mic within a 2 days right side stoped working.waste of money. I made a complaint in boat warranty and they took the product as the return and replacement got over in amazon.In choice of buy boat bassheads 242,go with jbl or someother brands"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Value for Money,5.0,Product is really good. It came in good condition with extra ear pads. Sound quality is good. There is no distortion or interference. This gets into ear well and doesn't give any discomfort.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not even worth ₹400!,2.0,Sound Quality SUCKS! I've used 3 headset of BOAT but this one's sound quality is worst among them! I've used Boult Loop headset who's base and vocals are far better than this one which was available at lower price than this one at Flipkart! I bought it at ₹450!
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),242 3star vs 220 5star earphone,3.0,"Boat 242 sound and built quality is ok 3* rating, if you want purchase wired earphone then buy boat 220 the best earphone i was using."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Fake product,3.0,Plz Don't buy it . One side of headphone Don't work after a week .they are not interested in return item..they are making fool by give cheap item . I think it is a local product. Plz don't but it
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),5 months used review.,5.0,"Using it for 5 months and its working fine, noise cancellation is bad, paint coming of from the hard plastic parts, rubber year hooks are good, wire is fine, clip and ear cushions are also good.Buttons working fine."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),very delicate wire ..not recommended for rough users  (issue regarding mic ),1.0,"this product is received by me on 14th Feb 2020 ... after using for 3 to 4 days I was facing issue while talking,the issue was regarding mic .. another end was not able to hear my voice.other than that wired thickness is very thin so for rough users avoid purchasing this ..Advantage:sound quality and bud comforts are much better and comfortablebass is also good"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"you will regret it don't buy it, worst",1.0,"Worst earphones I ever buyedsound quality is worst than bass100when I plug the earphone in my Samsung galaxy .earphone start to make noise (aazzzhhhaaaahhhzzzz) and then i have to rotate my earphone jack which is plugged to see which angle is giving proper sound.go for basshead 100 ,thank me later"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good Sound but lacks the build quality,5.0,Its very much good for a loud and clear sound with a virtual feel of bass as it  produces a bass evasive sound... Rest assured if u can handle a  light build water resistant with not hoarse sound earphone go for this one... Best in sound but the cables are little thin so be careful...
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Go for it guyss👏🏼,5.0,"I reallyyy lyk this earphone,Fitting perfectlySound quality superbColour is amazingSuper BassEverything guuuuud for this prize 👏🏼❤️"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),One earpiece is not working properly,2.0,I used this earphone for around 6 months and one earpiece is not working nowAlthough I have claimed warranty but it takes and also it's fit didn't suited meYou may have better options than itBuy it at you own wish
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great product......Amazing sound quality 👌👌,5.0,Everything is good as mentioned & using from last 10days & working fineOnly durability is little but less rest is all good
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Excellent..superb..,5.0,Sound quality superbUsing this since 4 months and no problem reported till now..Not a single side is stopped..Both earplugs are working perfectly.. if u are wondering to buy or not..Buy it for sure.. grab this deal ..!  they are not noise cancellation..bt for regular and casual wear..it is superb and budget friendly..Go for it!!
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Quality compromise,1.0,"If u are going for this earphone you are comprimising with quality , You will get good audio , nice look , but  after 3months of roughly use, It will start breaking from  everywhere . This earphone is weak and Im saying this from my experience.Go for another earphones of boat or any other brand"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Spoilt within a month 🤦‍♀️🤦‍♀️,4.0,The earphones one side stoped working within a month might be a default piece for me but yah it got spoilt within a month but it has a 1year warranty so I am safe I hope they come and collect the earphones and give me a New ProductOverall the product is superb nice sound quality nice packing comes with a pouch to keep earphones..
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best Earphones at affordable price,4.0,Boat is doing really good in terms of manufacturing earphones. The sound quality and base will definitely impress you if you are into listening loud music. Overall I’m very happy with these earphones and they are quiet durable as well.If you want to buy earphones with an affordable price. This is your best shot. Go for it
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),How to do warranty replacement,1.0,"The media could not be loaded.
                




   Within one year of warranty left side speaker is low sound"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very nice ear phone,5.0,"Very nice.. ear phone. Good quality of sound, base tribal,mic.I tried many ear phone but my all not fit in my ear this is good bcoz it has ear holder by which it fit and stuck in my ear and not drop from ear."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),One of the Best for it's price,4.0,- I had soaked the headphone in water for 15mins by mistake but still works great - The overall build quality of the headphone is Good - Wires are of good quality and never tangle - Best for rough use
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),The best budget earphones out there,5.0,"They've the best grip , the best bass , and the best microphone u can ever get from an earphone in this budget , it's loud and clear and the microphone being at the right earphone makes it closer to ur mouth which gives a better clearity of ur voiceThe bass is too good for a mobile user and me being a student who has class and plays and listens to songs on an earphone, I loved these"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good product for the price,4.0,Its been a month I have been using the earphones. They are perfect for the price with good sound quality and noise cancellation and perfect bass to balance the overall output. Apart from that there is the brand value and trust of Boat earphones. No issues faced as of now.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best earphone under 500,5.0,Boat basshead 450 has very clear sound and bass is also good.Many comparison videos on youtube says that boat 225 has better bass than 242 it is true because i also had 225. But the difference is not so big you will barely feel the difference in bass. If you did not compare both earphone together you will not find any difference.Overall 242 has nice sound quality and bass. You can buy it.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Mind Blowing Purchase,5.0,Mind blowing purchase. Best product in the market with affordable price. boAT company keep it up. Sound quality superb
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),distored sound start in 8days...weste of money,1.0,very bad product in first 7-8day working fine but after 8days sounde is not good.. when music play some other sounf play even when music is off some noise come.. very dispoint i am going to buy real me buds 2 but beacuse of youtube suggest video i slecr this and i weste my money yes extra noise come from earphone very distrube noise
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),built quality could be improved,4.0,"for Music its good with crystal clear sound (I don;t like base so its even better) , cheap plastic is used for earphones (right side nob broke within first-week of use). build quality is below-average as compared to realme wired-in buds 2 which I bought around 600 but there is a price difference of 200  hence not exact comparison ."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nice headphones!!!,4.0,"For the price point, it's the best. Bass is thumping, sound might be a bit more clearer in realme buds 2, but again, this is cheaper. And also 1 yr warranty, realme comes with 6 months. All in all, good product."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Excellent value for money,4.0,"This earphone worked perfectly, and for the price it is one of the bests in the market. I contacted bOAt in the middle for some repair issues and they were veru courteous and helpful too. I have been exclusively using their products for the past two years"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best earphones at this price,5.0,1) Good bass2) Clear and crisp audio3) Phenomenally fits in the ear  I have Boat airdopes 621 which is around  RS. 2000 and the fit of this RS. 400 earphones are  uncomparably good.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"A must buy if the budget is under 1000, for gaming and music",5.0,"So I bought this product because i need a cheap earphone giving a good experience on my PS4. I was really satisfied with these earphones, Bass is next level, sound quality is absolutely OK’ish/really good, as the earphones are completely covering your ear, there is a fair amount of noise cancellation. Best experience is listening to music. For me, for this price these earphones are good for gaming and music and other internet surfing."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very Bad for calling purpose,1.0,"After using for 3 months:For Call: Voice from other end is very muddy, not able to get the clear sound. Mic is average. Not good for calling purpose.For Music: Bass is very high, doesn't seem natural."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bass heads.....🎧🎧🎧,4.0,"BASS HEADSThe name tells it all, it snugly fits, no pain at all. Moreover good noise cancellation .Call quality is excellent. Good wire qualityCons : i think they have boosted bass vocals are clear but mids should have been boosted little bit anyways at this price we can't comment more . In short, a great quality product..Go 4 it without a second thought"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Do not buy, pathetic quality",1.0,"I bought two headphones, in both of them mic stopped working in few days.Pathetic quality.Are you making it in China.No buy for me."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),DO NOT BUY,1.0,"Anyone willing to buy this product shall must not buy this as product is pathetic chinese product . Very thin wires and from Day 1 you will get distrubance in voice whenever you touch 3.5 mm jack chord, earbuds are too big to adjust and it would cause pain and high discomfort when you use this"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not upto the expectations,1.0,Bought after reviewing amazon rating but now disappointed as I didn't find it suitable for my ears due it's weird design.It's wire entangles everytime.Overll a hyped produced by boat.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Perfect at this price range.,5.0,"I am big fan of this company since I bought my first boAt bass head. It has no problem at all Bass is good can be more affective(but according to price it is good), Noise Cancellation is perfect, Sound can be better if your phone has inbuilt Dolby then there is not any problem. But sound needs to be improve. But still its not that expensive if u want perfected earphone try JBL."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Works well in this price range,4.0,"you cannot expect more from this price range,the jbl or other earphones do offer the same build quality.The sound is good..base is good as well,the rubber support works well.Wire length is unexpectedly long .If you are looking in something for the price range of 500 or 600 this works well and compared to other products of this range,this js somewhat similar in sound build quality, although the music is satisfactory ,highs and lows are clear enough to enjoy any song."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Undoubtedly best wired earphones !,5.0,Entirely braided with kevlar this earphone comes with a aluminium/stainless stell mesh.It is totally tangle free in most of the situations.Carry pouch felt a little smaller for its accomodation.It works as a charm on my Xiaomi Poco X3😎.Well pronounced trebles and extremely high bass (more than realme buds 2 even after 10 mm drivers).Dolby Atmos adds the difference!
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Complain against the company,4.0,The product was really good and it has a warranty of one year. Within 6 months I had a problem with this product and the warranty claim contact person are not available. The number mentioned over here for warranty claim is not reachable.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Sound quality is good but it is not comfortable to wear it for long durations,3.0,Overall sound and product quality is good. But the I find it little bit uncomfortable wear the earphones for long.Since we are working from home. I end up wearing it for couple of hours in a go. And then it starts to hear.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Plastic quality is average, must buy if your budget is 400-500",4.0,"The product i ordered was orange but i have got yellow colour earphone, yellow earphone also looks good. Plastic quality is average the function buttons does'nt work on laptop but they work better in mobile phone. The earphone fits in ear so comfortably . I think if boat will give metal body for earphone they will be no. Seller"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not good at all,1.0,It's not even a month and it's has stop functioning properly. The sound is almost gone. And it creates a buzzing noise when plugged in.My experience with Boat headphonest keep getting bad
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Go for it!,5.0,"Very gud product, i have purchased 2 for my husband and my father. They have a wrong ear problem where other earphones even costly ones slip out every now and then. But this one stays and they are finally happy with an earphone which i have got them!!! Very gud one and highly recommeded.Sound quality is also amazing."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very good earphones.,5.0,It’s surprisingly good sounding earphone for 400 odd rupees. Clear sound. Good bass. Wire is sturdy and doesn’t feel like it’ll snap if mishandled. Doesn’t hurt your ear even with long hours of use. The buds are soft and bendable so fits very comfortably.Overall very good.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Noise is very painful in ear..,1.0,Noise is very painful in ear..When I was purchased before that I saw review after that I thought its good quality earphone but in reality the product quality is very bad..... Please replace this product and improve sound quality in future..So I don't recommend to anyone..Buy bluetooth boat earphone...
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very smooth for ear and painless as I expected and excellent sound quality.,4.0,Best Sound quality and bass and noise cancellation excellent.ഞാൻ പ്രതീക്ഷിച്ചതുപോലെ ചെവിക്ക് വളരെ സുഗമവും വേദനയില്ലാത്തതും മികച്ച ശബ്ദ നിലവാരവും🇮🇳👍
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Amazon customer service is worst,2.0,I like this product butBut I don't like costumer servicesBecause thay didn't respond after delivered product perfectlyI purchased this befor 5 monthsNow one side automatically stoped workingAnd I'll contact customer service but thay are not give me any answer and thay don't try to contact me....
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not quite comfy,3.0,It's good but the voice quality is much better at similar models... Moreover the ear attachment that's given is quite painful if worn for long hours...
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Punching Bass. Value for money.,4.0,Punching Bass. Looks good. Wire doesn't look sturdy so would need to be careful.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),WORST BUILT QUALITY...😡,1.0,I have got two of them. I am writing this two months later.In both of them the plastic part has broken and microphone has stopped working.The buttons of earphones are activating themselved.Both earphones are not in working condition now.Waste of money.Dont buy this one....My suggestion is buy realme buds 2 or buds 2 neo instead....
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),It's good to buy! But can request for replacement if any tech issues,4.0,"It's good! First I ordered it, recieved a defective one (not physically) the opponent who's speaking with me had a pulsating buffering tap noise! Then I requested for a replacement and got a good one! This is the first day I'm using it it's good. After 3-5 months I might give a performance review! So far good!"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best one considering every aspects at this orive range.,4.0,Has a crispy soud quality. Good for melodious romantic songs. Adequate bass. But the quality of the bass could be improved. Good built quality but wire would have been better. Such wire may be tangle free but does not lasts long. Most import thing is the position of in line mic and volume control wich is not available in most of the products at even higher prices.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),The wires feels a bit flimsy.,4.0,"Good quality earphones, the wires are a bit on the flimsy side. Could have improved on that as it gives the feeling that it will get ripped or break after a while."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),No MRP on product,1.0,"Appario is selling fake products and same being endorsed by Amazon.This product has no MRP on it. We can not compare whether the discount is justified, when there is no MRP on product."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Poor Bass, cheap quality wire, disappointing product,not worth buying",1.0,"Poor bass quality.Ghost commands by wiring issues.Not satisfied with it.Nearly after 6 months, its left side has stopped working.This product is crap!!!"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Mic problem in less than a month!,1.0,The mic is faulty! I bought boat ignoring my friends advice that the mic will fail soon. There is lot of disturbance if the jack is turned or rotated. Tried on a lot of devices same issue. During call there is echoes. I had to open the earphone to talk. Very bad experience!!
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Boat 100 Bassheads are better,3.0,I have used Boat 100 bassheads and even Boat  450 headphones. I absolutely loved the Boat sound but these headphones were a disappointment that I had to return them. There was very minimal bass and sound clarity was like the earphones u get inside a flight. I had to get these cause the boat 450 broke blame it on plastic build quality and the Boat 100 stopped working. But I would pick the Boat 100 anytime if you want a good budget earphone.
